asistencia_laboratorio_pct,asistencia_teorico_pct,asistencia_total_pct,entregas_tarea_puntual,horas_de_estudio_semana,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,indice_procrastinacion,horas_deporte,horas_cultura,horas_extracurriculares,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,horas_trabajo_semana,apoyo_social,estres,bienestar_estudiantil,pps_actual_20,rendimiento,riesgo_de_desercion
Excelente,Baja,Media,Critico,Adecuado,Impuntual,Bajo,Con_deuda,Credito,Alto,Vulnerable,Minimo,Frecuente,Nula,Media,Adecuada,Frecuente,Alto,Excesivo,Bueno,Ninguna,Insuficiente,Bajo,Regular,Destacado,Destacado,Bajo
Baja,Excelente,Media,Critico,Insuficiente,Puntual,Medio,Con_deuda,Beca_Total,Bajo,Sostenible,Minimo,Constante,Frecuente,Media,Adecuada,Frecuente,Alto,Regular,Bueno,Parcial_Alta,Moderado,Moderado,Excelente,Inicio,Previsto,Bajo
Baja,Alta,Alta,Consistente,Limitado,Puntual,Medio,Con_deuda,Credito,Bajo,Sostenible,Constante,Constante,Nula,Media,Inadecuada,Constante,Alto,Regular,Bueno,Ninguna,Moderado,Alto,Excelente,Destacado,Destacado,Bajo
Baja,Media,Baja,Critico,Limitado,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Ocasional,Ocasional,Baja,Moderada,Baja,Moderado,Regular,Bueno,Parcial_Baja,Bueno,Moderado,Excelente,Previsto,Inicio,Bajo
Baja,Baja,Baja,Ejemplar,Adecuado,Puntual,Bajo,Con_deuda,Beca_Total,Muy_Bajo,Sostenible,Minimo,Frecuente,Ocasional,Baja,Adecuada,Constante,Moderado,Deficiente,Regular,Tiempo_Completo,Excelente,Moderado,Excelente,Inicio,Previsto,Bajo
Media,Baja,Baja,Consistente,Insuficiente,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Medio,Vulnerable,Constante,Ocasional,Nula,Baja,Adecuada,Constante,Bajo,Excesivo,Excelente,Tiempo_Completo,Bueno,Alto,Excelente,Inicio,Inicio,Alto
Alta,Baja,Media,Consistente,Intensivo,Puntual,Medio,Sin_deuda,Beca_Total,Alto,Estable,Constante,Constante,Constante,Media,Moderada,Frecuente,Moderado,Regular,Excelente,Parcial_Alta,Moderado,Alto,Excelente,Destacado,Destacado,Medio
Baja,Excelente,Alta,Moderado,Adecuado,Puntual,Alto,Sin_deuda,Pago_Directo,Medio,Sostenible,Minimo,Ocasional,Nula,Baja,Moderada,Nula,Moderado,Adecuado,Bueno,Parcial_Baja,Bueno,Alto,Regular,En_Proceso,Destacado,Bajo
Baja,Excelente,Media,Moderado,Limitado,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_Moderado,Constante,Ocasional,Ocasional,Baja,Moderada,Constante,Alto,Regular,Regular,Parcial_Alta,Bueno,Muy_Alto,Regular,Destacado,Inicio,Medio
Excelente,Media,Excelente,Consistente,Adecuado,Puntual,Alto,Sin_deuda,Pago_Directo,Alto,Sostenible,Minimo,Nula,Frecuente,Alta,Adecuada,Constante,Alto,Adecuado,Excelente,Parcial_Alta,Moderado,Alto,Excelente,En_Proceso,Destacado,Bajo
Media,Excelente,Alta,Ejemplar,Adecuado,Puntual,Medio,Con_deuda,Pago_Directo,Muy_Bajo,Sostenible,Minimo,Ocasional,Ocasional,Baja,Inadecuada,Nula,Bajo,Excesivo,Deficiente,Ninguna,Moderado,Muy_Alto,Critico,Previsto,Destacado,Bajo
Excelente,Media,Alta,Moderado,Limitado,Impuntual,Medio,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Ocasional,Ocasional,Ocasional,Baja,Adecuada,Constante,Moderado,Excesivo,Excelente,Parcial_Baja,Moderado,Bajo,Excelente,Destacado,Destacado,Medio
Media,Excelente,Baja,Consistente,Intensivo,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Ocasional,Nula,Constante,Baja,Moderada,Frecuente,Alto,Adecuado,Bueno,Parcial_Alta,Moderado,Alto,Critico,Inicio,Destacado,Medio
Baja,Excelente,Alta,Ejemplar,Adecuado,Impuntual,Alto,Sin_deuda,Credito,Muy_Bajo,Estable,Frecuente,Ocasional,Constante,Media,Adecuada,Nula,Alto,Regular,Bueno,Parcial_Baja,Insuficiente,Alto,Excelente,En_Proceso,Previsto,Medio
Excelente,Excelente,Excelente,Critico,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Vulnerable,Constante,Nula,Frecuente,Baja,Adecuada,Frecuente,Moderado,Excesivo,Regular,Ninguna,Bueno,Bajo,Excelente,En_Proceso,En_Proceso,Bajo
Baja,Baja,Baja,Critico,Limitado,Puntual,Medio,Con_deuda,Beca_Total,Muy_Bajo,Estable,Constante,Ocasional,Nula,Baja,Inadecuada,Frecuente,Bajo,Excesivo,Bueno,Ninguna,Moderado,Muy_Alto,Critico,Previsto,En_Proceso,Bajo
Excelente,Alta,Excelente,Ejemplar,Limitado,Impuntual,Muy_Bajo,Con_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Frecuente,Constante,Frecuente,Alta,Moderada,Constante,Alto,Excesivo,Bueno,Parcial_Alta,Moderado,Moderado,Regular,En_Proceso,En_Proceso,Bajo
Baja,Excelente,Alta,Consistente,Intensivo,Impuntual,Bajo,Con_deuda,Beca_Total,Medio,Vulnerable,Constante,Nula,Constante,Media,Moderada,Nula,Moderado,Deficiente,Bueno,Ninguna,Insuficiente,Muy_Alto,Critico,Inicio,Previsto,Medio
Excelente,Alta,Excelente,Moderado,Insuficiente,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Vulnerable,Frecuente,Constante,Frecuente,Alta,Moderada,Constante,Alto,Regular,Bueno,Tiempo_Completo,Excelente,Bajo,Regular,Destacado,En_Proceso,Alto
Excelente,Media,Excelente,Moderado,Limitado,Puntual,Alto,Con_deuda,Beca_Total,Medio,Sostenible,Minimo,Frecuente,Nula,Alta,Adecuada,Baja,Alto,Deficiente,Regular,Parcial_Alta,Insuficiente,Muy_Alto,Regular,En_Proceso,Inicio,Alto
Media,Alta,Baja,Moderado,Adecuado,Impuntual,Medio,Con_deuda,Beca_Parcial,Bajo,Estable,Ocasional,Ocasional,Ocasional,Baja,Adecuada,Frecuente,Moderado,Regular,Excelente,Parcial_Alta,Insuficiente,Bajo,Excelente,Previsto,Destacado,Medio
Media,Media,Alta,Critico,Insuficiente,Impuntual,Alto,Con_deuda,Pago_Directo,Alto,Vulnerable,Constante,Frecuente,Frecuente,Media,Adecuada,Frecuente,Moderado,Regular,Excelente,Ninguna,Bueno,Bajo,Excelente,Destacado,Inicio,Bajo
Excelente,Alta,Alta,Moderado,Intensivo,Impuntual,Alto,Sin_deuda,Pago_Directo,Alto,Estable,Minimo,Constante,Ocasional,Media,Inadecuada,Frecuente,Moderado,Excesivo,Excelente,Parcial_Alta,Insuficiente,Muy_Alto,Critico,Destacado,Destacado,Alto
Excelente,Excelente,Excelente,Critico,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Minimo,Constante,Constante,Media,Inadecuada,Baja,Moderado,Regular,Excelente,Ninguna,Insuficiente,Alto,Excelente,Inicio,Previsto,Bajo
Alta,Alta,Excelente,Critico,Limitado,Impuntual,Alto,Sin_deuda,Credito,Medio,Riesgo_Moderado,Frecuente,Ocasional,Nula,Alta,Adecuada,Baja,Moderado,Deficiente,Deficiente,Parcial_Baja,Bueno,Moderado,Excelente,Inicio,En_Proceso,Bajo
Alta,Excelente,Excelente,Moderado,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Credito,Alto,Vulnerable,Ocasional,Nula,Constante,Media,Inadecuada,Baja,Moderado,Adecuado,Bueno,Parcial_Baja,Bueno,Bajo,Regular,En_Proceso,Destacado,Bajo
Excelente,Baja,Alta,Critico,Intensivo,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Estable,Minimo,Nula,Constante,Alta,Adecuada,Frecuente,Alto,Adecuado,Excelente,Ninguna,Insuficiente,Moderado,Excelente,Previsto,En_Proceso,Bajo
Excelente,Baja,Alta,Critico,Adecuado,Impuntual,Medio,Con_deuda,Beca_Parcial,Medio,Riesgo_Moderado,Frecuente,Nula,Frecuente,Media,Moderada,Nula,Bajo,Adecuado,Excelente,Tiempo_Completo,Moderado,Bajo,Excelente,Inicio,Inicio,Medio
Alta,Alta,Excelente,Ejemplar,Adecuado,Impuntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Ocasional,Constante,Constante,Alta,Adecuada,Frecuente,Alto,Deficiente,Regular,Parcial_Alta,Insuficiente,Alto,Critico,Inicio,Previsto,Bajo
Alta,Excelente,Excelente,Consistente,Limitado,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Constante,Ocasional,Ocasional,Baja,Moderada,Constante,Alto,Adecuado,Bueno,Parcial_Alta,Moderado,Bajo,Regular,Inicio,Inicio,Medio
Baja,Excelente,Alta,Consistente,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Credito,Medio,Vulnerable,Ocasional,Constante,Ocasional,Media,Moderada,Nula,Alto,Deficiente,Deficiente,Parcial_Alta,Excelente,Bajo,Excelente,En_Proceso,En_Proceso,Bajo
Baja,Baja,Baja,Critico,Intensivo,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Frecuente,Frecuente,Ocasional,Alta,Inadecuada,Constante,Bajo,Adecuado,Excelente,Ninguna,Insuficiente,Bajo,Excelente,Destacado,Destacado,Bajo
Excelente,Alta,Alta,Moderado,Adecuado,Puntual,Medio,Con_deuda,Credito,Bajo,Estable,Ocasional,Ocasional,Nula,Baja,Adecuada,Frecuente,Moderado,Excesivo,Deficiente,Parcial_Baja,Insuficiente,Bajo,Excelente,En_Proceso,Destacado,Bajo
Alta,Alta,Alta,Consistente,Limitado,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Alto,Vulnerable,Minimo,Constante,Nula,Baja,Adecuada,Nula,Moderado,Adecuado,Bueno,Tiempo_Completo,Excelente,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Media,Baja,Consistente,Adecuado,Puntual,Bajo,Sin_deuda,Credito,Medio,Estable,Frecuente,Nula,Nula,Baja,Adecuada,Baja,Bajo,Regular,Excelente,Parcial_Alta,Insuficiente,Alto,Regular,Destacado,Destacado,Alto
Excelente,Media,Alta,Consistente,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Estable,Ocasional,Constante,Nula,Media,Moderada,Baja,Moderado,Excesivo,Bueno,Parcial_Alta,Moderado,Moderado,Excelente,Previsto,Destacado,Alto
Alta,Media,Media,Consistente,Intensivo,Puntual,Muy_Bajo,Con_deuda,Credito,Bajo,Riesgo_Moderado,Ocasional,Ocasional,Nula,Baja,Inadecuada,Frecuente,Bajo,Excesivo,Excelente,Parcial_Alta,Excelente,Moderado,Regular,Inicio,Previsto,Bajo
Media,Alta,Media,Moderado,Adecuado,Puntual,Bajo,Con_deuda,Credito,Medio,Vulnerable,Minimo,Nula,Constante,Baja,Moderada,Baja,Bajo,Regular,Bueno,Parcial_Baja,Excelente,Muy_Alto,Excelente,Previsto,Destacado,Bajo
Excelente,Media,Excelente,Critico,Intensivo,Puntual,Alto,Con_deuda,Pago_Directo,Medio,Estable,Minimo,Frecuente,Nula,Baja,Adecuada,Constante,Moderado,Excesivo,Bueno,Parcial_Baja,Excelente,Muy_Alto,Regular,Inicio,Destacado,Bajo
Excelente,Alta,Excelente,Critico,Intensivo,Impuntual,Alto,Con_deuda,Beca_Total,Muy_Bajo,Estable,Frecuente,Constante,Constante,Alta,Adecuada,Frecuente,Moderado,Deficiente,Excelente,Parcial_Baja,Moderado,Moderado,Regular,Destacado,Destacado,Bajo
Media,Media,Baja,Ejemplar,Intensivo,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Minimo,Constante,Ocasional,Media,Inadecuada,Frecuente,Bajo,Regular,Bueno,Parcial_Baja,Moderado,Muy_Alto,Regular,Previsto,Destacado,Medio
Media,Media,Media,Ejemplar,Limitado,Puntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Constante,Constante,Alta,Inadecuada,Baja,Bajo,Regular,Bueno,Tiempo_Completo,Excelente,Moderado,Excelente,Previsto,En_Proceso,Bajo
Alta,Media,Media,Moderado,Adecuado,Impuntual,Alto,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Constante,Frecuente,Frecuente,Alta,Inadecuada,Frecuente,Alto,Deficiente,Bueno,Parcial_Alta,Moderado,Muy_Alto,Excelente,Destacado,Destacado,Alto
Media,Alta,Alta,Critico,Adecuado,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Ocasional,Frecuente,Nula,Media,Adecuada,Frecuente,Bajo,Excesivo,Bueno,Ninguna,Bueno,Moderado,Excelente,En_Proceso,Destacado,Bajo
Media,Baja,Media,Ejemplar,Limitado,Puntual,Alto,Sin_deuda,Beca_Total,Medio,Estable,Ocasional,Frecuente,Nula,Alta,Inadecuada,Nula,Bajo,Regular,Regular,Parcial_Baja,Moderado,Moderado,Regular,Previsto,Previsto,Bajo
Alta,Baja,Alta,Consistente,Limitado,Impuntual,Medio,Sin_deuda,Beca_Total,Alto,Estable,Frecuente,Constante,Constante,Alta,Moderada,Constante,Moderado,Deficiente,Regular,Parcial_Baja,Insuficiente,Moderado,Excelente,Previsto,Destacado,Bajo
Alta,Alta,Alta,Ejemplar,Limitado,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Estable,Ocasional,Frecuente,Frecuente,Alta,Inadecuada,Nula,Moderado,Excesivo,Excelente,Parcial_Alta,Insuficiente,Muy_Alto,Excelente,Destacado,Previsto,Alto
Baja,Media,Baja,Critico,Insuficiente,Puntual,Alto,Sin_deuda,Beca_Total,Bajo,Sostenible,Ocasional,Frecuente,Frecuente,Alta,Moderada,Nula,Moderado,Regular,Bueno,Parcial_Baja,Insuficiente,Moderado,Regular,Destacado,Destacado,Alto
Baja,Baja,Baja,Critico,Insuficiente,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Sostenible,Minimo,Constante,Constante,Alta,Moderada,Nula,Moderado,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Bajo,Excelente,Destacado,En_Proceso,Bajo
Media,Alta,Excelente,Ejemplar,Adecuado,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Ocasional,Constante,Alta,Moderada,Constante,Moderado,Deficiente,Deficiente,Parcial_Baja,Moderado,Bajo,Regular,En_Proceso,Inicio,Alto
Media,Excelente,Alta,Consistente,Insuficiente,Puntual,Alto,Sin_deuda,Credito,Muy_Bajo,Sostenible,Frecuente,Nula,Ocasional,Baja,Moderada,Nula,Moderado,Regular,Excelente,Parcial_Baja,Moderado,Bajo,Excelente,Previsto,Inicio,Bajo
Excelente,Alta,Alta,Ejemplar,Limitado,Impuntual,Medio,Sin_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Constante,Constante,Nula,Baja,Moderada,Constante,Alto,Regular,Regular,Ninguna,Excelente,Moderado,Regular,En_Proceso,En_Proceso,Bajo
Alta,Excelente,Alta,Consistente,Adecuado,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Ocasional,Ocasional,Ocasional,Media,Adecuada,Nula,Moderado,Adecuado,Excelente,Parcial_Baja,Moderado,Bajo,Critico,En_Proceso,Previsto,Bajo
Baja,Baja,Media,Critico,Adecuado,Impuntual,Alto,Sin_deuda,Credito,Muy_Bajo,Estable,Constante,Nula,Ocasional,Baja,Inadecuada,Frecuente,Alto,Regular,Deficiente,Tiempo_Completo,Bueno,Alto,Regular,En_Proceso,En_Proceso,Alto
Baja,Alta,Excelente,Moderado,Intensivo,Impuntual,Medio,Con_deuda,Beca_Parcial,Medio,Estable,Ocasional,Ocasional,Frecuente,Alta,Inadecuada,Constante,Moderado,Adecuado,Bueno,Parcial_Baja,Excelente,Moderado,Regular,Previsto,Destacado,Bajo
Media,Excelente,Excelente,Ejemplar,Adecuado,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Constante,Constante,Alta,Adecuada,Constante,Bajo,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Muy_Alto,Regular,En_Proceso,Destacado,Alto
Baja,Baja,Media,Consistente,Insuficiente,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_Moderado,Minimo,Constante,Nula,Media,Inadecuada,Baja,Bajo,Adecuado,Deficiente,Ninguna,Bueno,Moderado,Excelente,Inicio,Inicio,Bajo
Media,Alta,Alta,Critico,Adecuado,Puntual,Alto,Con_deuda,Beca_Parcial,Bajo,Estable,Frecuente,Frecuente,Ocasional,Media,Adecuada,Frecuente,Bajo,Deficiente,Bueno,Parcial_Alta,Excelente,Bajo,Excelente,Previsto,En_Proceso,Bajo
Excelente,Alta,Excelente,Moderado,Adecuado,Impuntual,Alto,Con_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Minimo,Constante,Ocasional,Alta,Inadecuada,Constante,Moderado,Excesivo,Regular,Ninguna,Bueno,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Excelente,Excelente,Ejemplar,Intensivo,Impuntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Ocasional,Frecuente,Constante,Alta,Inadecuada,Constante,Moderado,Adecuado,Excelente,Parcial_Alta,Moderado,Moderado,Critico,Inicio,Previsto,Alto
Media,Baja,Baja,Moderado,Adecuado,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Minimo,Frecuente,Nula,Media,Moderada,Constante,Alto,Deficiente,Regular,Parcial_Baja,Excelente,Moderado,Excelente,Inicio,En_Proceso,Bajo
Excelente,Media,Excelente,Moderado,Insuficiente,Puntual,Medio,Con_deuda,Beca_Total,Medio,Riesgo_Moderado,Frecuente,Constante,Ocasional,Media,Adecuada,Constante,Bajo,Adecuado,Bueno,Parcial_Baja,Bueno,Bajo,Excelente,Previsto,Inicio,Bajo
Baja,Baja,Baja,Consistente,Intensivo,Puntual,Alto,Con_deuda,Credito,Bajo,Sostenible,Minimo,Frecuente,Constante,Baja,Moderada,Constante,Moderado,Excesivo,Deficiente,Ninguna,Bueno,Bajo,Regular,En_Proceso,Destacado,Bajo
Alta,Alta,Excelente,Ejemplar,Intensivo,Impuntual,Alto,Con_deuda,Pago_Directo,Medio,Vulnerable,Ocasional,Ocasional,Ocasional,Baja,Adecuada,Nula,Alto,Adecuado,Excelente,Parcial_Baja,Insuficiente,Moderado,Regular,En_Proceso,Destacado,Medio
Alta,Alta,Excelente,Consistente,Intensivo,Impuntual,Medio,Sin_deuda,Pago_Directo,Bajo,Estable,Minimo,Constante,Constante,Alta,Adecuada,Baja,Alto,Regular,Bueno,Tiempo_Completo,Bueno,Moderado,Excelente,Destacado,Destacado,Bajo
Baja,Baja,Baja,Consistente,Insuficiente,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_Moderado,Frecuente,Nula,Constante,Media,Moderada,Frecuente,Alto,Adecuado,Regular,Parcial_Baja,Insuficiente,Moderado,Regular,En_Proceso,Inicio,Bajo
Excelente,Alta,Media,Moderado,Insuficiente,Impuntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Ocasional,Constante,Constante,Alta,Moderada,Frecuente,Alto,Adecuado,Excelente,Parcial_Alta,Bueno,Moderado,Excelente,Previsto,En_Proceso,Bajo
Media,Media,Alta,Critico,Adecuado,Impuntual,Medio,Sin_deuda,Credito,Muy_Bajo,Estable,Minimo,Constante,Nula,Alta,Inadecuada,Nula,Bajo,Excesivo,Regular,Ninguna,Bueno,Bajo,Excelente,En_Proceso,Previsto,Bajo
Excelente,Baja,Alta,Moderado,Intensivo,Puntual,Medio,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Minimo,Nula,Frecuente,Media,Inadecuada,Constante,Bajo,Excesivo,Bueno,Parcial_Alta,Bueno,Alto,Critico,En_Proceso,Destacado,Bajo
Baja,Media,Baja,Ejemplar,Insuficiente,Impuntual,Alto,Con_deuda,Credito,Muy_Bajo,Riesgo_Moderado,Ocasional,Frecuente,Nula,Media,Inadecuada,Nula,Bajo,Excesivo,Bueno,Tiempo_Completo,Moderado,Alto,Excelente,Destacado,En_Proceso,Alto
Media,Alta,Media,Moderado,Adecuado,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Medio,Estable,Constante,Ocasional,Frecuente,Media,Inadecuada,Nula,Bajo,Deficiente,Excelente,Parcial_Alta,Insuficiente,Alto,Critico,En_Proceso,Previsto,Bajo
Media,Excelente,Excelente,Moderado,Limitado,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Alto,Sostenible,Frecuente,Frecuente,Frecuente,Media,Moderada,Frecuente,Bajo,Adecuado,Excelente,Parcial_Alta,Bueno,Alto,Critico,Inicio,Inicio,Bajo
Excelente,Media,Alta,Ejemplar,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Credito,Medio,Riesgo_Moderado,Ocasional,Frecuente,Ocasional,Alta,Inadecuada,Baja,Alto,Deficiente,Deficiente,Ninguna,Excelente,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Alta,Baja,Critico,Adecuado,Impuntual,Muy_Bajo,Con_deuda,Credito,Alto,Vulnerable,Ocasional,Constante,Nula,Alta,Moderada,Constante,Bajo,Adecuado,Excelente,Tiempo_Completo,Insuficiente,Alto,Regular,Inicio,En_Proceso,Alto
Alta,Alta,Alta,Moderado,Limitado,Impuntual,Medio,Con_deuda,Beca_Parcial,Alto,Sostenible,Frecuente,Ocasional,Frecuente,Media,Moderada,Constante,Alto,Deficiente,Regular,Parcial_Alta,Excelente,Alto,Regular,Previsto,Inicio,Medio
Alta,Media,Media,Ejemplar,Limitado,Puntual,Medio,Con_deuda,Beca_Total,Muy_Bajo,Sostenible,Frecuente,Frecuente,Nula,Media,Moderada,Frecuente,Alto,Deficiente,Bueno,Parcial_Baja,Excelente,Alto,Excelente,Inicio,En_Proceso,Alto
Alta,Excelente,Excelente,Moderado,Intensivo,Impuntual,Alto,Sin_deuda,Beca_Parcial,Bajo,Riesgo_Moderado,Constante,Constante,Constante,Alta,Moderada,Constante,Alto,Deficiente,Excelente,Ninguna,Bueno,Moderado,Excelente,Previsto,Previsto,Bajo
Media,Alta,Alta,Consistente,Intensivo,Impuntual,Medio,Con_deuda,Pago_Directo,Alto,Vulnerable,Ocasional,Constante,Ocasional,Media,Inadecuada,Nula,Bajo,Deficiente,Deficiente,Ninguna,Bueno,Alto,Regular,Destacado,Destacado,Alto
Excelente,Alta,Alta,Consistente,Adecuado,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Medio,Vulnerable,Minimo,Frecuente,Ocasional,Alta,Adecuada,Frecuente,Moderado,Deficiente,Regular,Parcial_Baja,Moderado,Alto,Excelente,Inicio,En_Proceso,Bajo
Alta,Alta,Excelente,Moderado,Insuficiente,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Muy_Bajo,Sostenible,Ocasional,Constante,Ocasional,Media,Adecuada,Baja,Moderado,Excesivo,Bueno,Parcial_Alta,Bueno,Alto,Excelente,Inicio,En_Proceso,Bajo
Media,Media,Media,Ejemplar,Adecuado,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Medio,Riesgo_Moderado,Minimo,Constante,Frecuente,Alta,Moderada,Baja,Moderado,Adecuado,Regular,Tiempo_Completo,Moderado,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Alta,Ejemplar,Intensivo,Puntual,Alto,Sin_deuda,Beca_Parcial,Bajo,Vulnerable,Minimo,Constante,Frecuente,Alta,Inadecuada,Baja,Moderado,Regular,Deficiente,Ninguna,Bueno,Muy_Alto,Regular,Previsto,Destacado,Bajo
Baja,Alta,Media,Moderado,Adecuado,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Alto,Vulnerable,Constante,Constante,Constante,Alta,Moderada,Nula,Alto,Adecuado,Bueno,Parcial_Baja,Insuficiente,Bajo,Excelente,Previsto,Destacado,Medio
Media,Alta,Media,Ejemplar,Adecuado,Impuntual,Medio,Sin_deuda,Beca_Parcial,Medio,Riesgo_Moderado,Ocasional,Ocasional,Frecuente,Baja,Inadecuada,Baja,Alto,Adecuado,Excelente,Ninguna,Excelente,Moderado,Excelente,Destacado,Destacado,Bajo
Baja,Alta,Media,Critico,Limitado,Puntual,Alto,Con_deuda,Beca_Parcial,Medio,Estable,Frecuente,Frecuente,Frecuente,Alta,Adecuada,Baja,Alto,Excesivo,Bueno,Parcial_Alta,Excelente,Alto,Regular,Destacado,En_Proceso,Bajo
Alta,Excelente,Alta,Ejemplar,Insuficiente,Puntual,Bajo,Con_deuda,Beca_Total,Medio,Estable,Ocasional,Frecuente,Nula,Media,Adecuada,Frecuente,Alto,Regular,Deficiente,Ninguna,Bueno,Moderado,Excelente,Destacado,Destacado,Bajo
Baja,Alta,Media,Moderado,Insuficiente,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Riesgo_Moderado,Constante,Constante,Constante,Alta,Inadecuada,Baja,Alto,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Muy_Alto,Regular,Inicio,Inicio,Medio
Baja,Media,Baja,Consistente,Insuficiente,Impuntual,Alto,Con_deuda,Credito,Muy_Bajo,Estable,Minimo,Frecuente,Frecuente,Alta,Moderada,Frecuente,Bajo,Adecuado,Excelente,Ninguna,Excelente,Alto,Excelente,Previsto,Previsto,Bajo
Baja,Excelente,Media,Consistente,Limitado,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Medio,Vulnerable,Minimo,Ocasional,Frecuente,Baja,Adecuada,Frecuente,Moderado,Regular,Excelente,Parcial_Baja,Excelente,Moderado,Excelente,En_Proceso,Previsto,Bajo
Baja,Alta,Excelente,Critico,Intensivo,Impuntual,Muy_Bajo,Con_deuda,Credito,Muy_Bajo,Vulnerable,Frecuente,Frecuente,Nula,Media,Adecuada,Baja,Moderado,Regular,Bueno,Parcial_Alta,Moderado,Muy_Alto,Regular,Inicio,En_Proceso,Medio
Media,Excelente,Excelente,Consistente,Insuficiente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Riesgo_Moderado,Ocasional,Nula,Ocasional,Baja,Moderada,Nula,Bajo,Regular,Excelente,Ninguna,Moderado,Moderado,Excelente,En_Proceso,Previsto,Bajo
Excelente,Media,Alta,Consistente,Intensivo,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Medio,Vulnerable,Minimo,Ocasional,Constante,Alta,Inadecuada,Nula,Alto,Excesivo,Deficiente,Parcial_Alta,Excelente,Bajo,Regular,En_Proceso,Destacado,Bajo
Excelente,Alta,Alta,Ejemplar,Insuficiente,Impuntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Ocasional,Ocasional,Constante,Media,Adecuada,Nula,Moderado,Regular,Deficiente,Tiempo_Completo,Insuficiente,Alto,Critico,Inicio,Inicio,Alto
Excelente,Baja,Alta,Moderado,Intensivo,Impuntual,Medio,Con_deuda,Beca_Parcial,Medio,Vulnerable,Ocasional,Ocasional,Frecuente,Media,Moderada,Constante,Moderado,Excesivo,Regular,Tiempo_Completo,Bueno,Muy_Alto,Excelente,Destacado,Destacado,Alto
